entrez_id,uniprot_id
10025,B9TX18_HUMAN
10025,B9TX19_HUMAN
10025,B9TX27_HUMAN
10025,B9TX28_HUMAN
10025,U3KQ43_HUMAN
10025,B9TX06_HUMAN
10025,B9TX26_HUMAN
10025,B9TX20_HUMAN
10025,B9TX04_HUMAN
10025,B9TX02_HUMAN
10025,K7EKX2_HUMAN
10025,B9TX14_HUMAN
10025,MED16_HUMAN
10025,B9TWZ6_HUMAN
10025,A0A0J9YXE6_HUMAN
10025,B9TX15_HUMAN
10025,B9TX25_HUMAN
10025,A0A0J9YXA0_HUMAN
10025,B9TX05_HUMAN
10025,B9TWZ8_HUMAN
10025,B9TX07_HUMAN
10025,B9TWZ9_HUMAN
10025,K7EKX6_HUMAN
10026,B1AK81_HUMAN
10026,S4R3M5_HUMAN
10026,A6NEM5_HUMAN
10026,GPI8_HUMAN
10023,D3DR49_HUMAN
10023,FRAT1_HUMAN
83473,K7EMW1_HUMAN
83473,K7EQ00_HUMAN
83473,K7EIJ8_HUMAN
83473,K7EPQ6_HUMAN
83473,K7EM02_HUMAN
83473,KATL2_HUMAN
10024,F8VVT5_HUMAN
10024,F8W130_HUMAN
10024,F8W052_HUMAN
10024,F8VVX4_HUMAN
10024,TROAP_HUMAN
10024,F8VR46_HUMAN
10024,F8W1E3_HUMAN
10024,F8VVS4_HUMAN
10024,F8W1U0_HUMAN
10024,F8VXV6_HUMAN
10024,B7Z5Q9_HUMAN
10024,F8VXF3_HUMAN
84520,CN142_HUMAN
10021,HCN4_HUMAN
83475,K7ERU8_HUMAN
83475,K7EIV2_HUMAN
83475,DOHH_HUMAN
10022,INSL5_HUMAN
84524,ZC3H8_HUMAN
84524,A0A0C4DGZ1_HUMAN
151246,C9JW92_HUMAN
151246,B7Z7S9_HUMAN
151246,SGO2_HUMAN
83479,Q5T1V5_HUMAN
83479,H0Y7Z8_HUMAN
83479,Q5T1W1_HUMAN
83479,B7ZBU4_HUMAN
83479,B7ZBU3_HUMAN
83479,H0Y6Y1_HUMAN
83479,B7Z5N6_HUMAN
83479,DDX59_HUMAN
83478,D6RCP5_HUMAN
83478,D6RBC2_HUMAN
83478,RHG24_HUMAN
83478,D6RHH1_HUMAN
84522,JAGN1_HUMAN
84522,A0A087WY88_HUMAN
84527,K7EK98_HUMAN
84527,K7EQI4_HUMAN
84527,A0A024R799_HUMAN
84527,K7EKU6_HUMAN
84527,A0A024R7B5_HUMAN
84527,A0A0A0MTS4_HUMAN
84527,A0A0A0MTT2_HUMAN
84527,S4R3F2_HUMAN
84527,B3KPL8_HUMAN
84527,K7EN17_HUMAN
84527,S4R3U0_HUMAN
84527,K7ERK9_HUMAN
84527,Q3LIC1_HUMAN
84527,K7EM21_HUMAN
84527,B4DP29_HUMAN
84527,ZN559_HUMAN
84528,RHXF2_HUMAN
151242,PPR1C_HUMAN
84525,HOP_HUMAN
196403,F8VUZ4_HUMAN
196403,A0A0C4DGI8_HUMAN
196403,A0A024RB96_HUMAN
196403,H0YHF9_HUMAN
196403,F8VV96_HUMAN
196403,DTX3_HUMAN
151230,S4R3P4_HUMAN
151230,Q96AM2_HUMAN
151230,S4R452_HUMAN
151230,H7C1K9_HUMAN
151230,H7C0F4_HUMAN
121536,F5GZR7_HUMAN
121536,H0YH08_HUMAN
121536,G5EA50_HUMAN
121536,H7BYT4_HUMAN
121536,AEBP2_HUMAN
84504,NKX62_HUMAN
84503,K7ES26_HUMAN
84503,K7ENX6_HUMAN
84503,Q0P6G1_HUMAN
84503,K7ELI5_HUMAN
84503,ZN527_HUMAN
84503,A0A0A0MRD3_HUMAN
84502,F5H1L9_HUMAN
84502,JPH4_HUMAN
84502,A0A087WWT0_HUMAN
84501,SPIR2_HUMAN
84501,H3BV74_HUMAN
84501,H3BV39_HUMAN
91319,DERL3_HUMAN
91319,E7EVA4_HUMAN
91316,BGP11_HUMAN
91355,LRP5L_HUMAN
91355,F5H316_HUMAN
120935,F8VRK3_HUMAN
120935,F8VTU7_HUMAN
120935,F8VY05_HUMAN
120935,H0YHI1_HUMAN
120935,CCD38_HUMAN
91351,DDX6L_HUMAN
91351,A0A0K1H1B1_HUMAN
91351,H0Y939_HUMAN
91351,D6RB62_HUMAN
91351,D6RIU1_HUMAN
91351,H0Y8H0_HUMAN
91351,D6RBA2_HUMAN
121549,ASCL4_HUMAN
120939,F5H230_HUMAN
120939,TM52B_HUMAN
144097,H0YGY5_HUMAN
144097,H0YGK9_HUMAN
144097,CK084_HUMAN
121551,H0YHR1_HUMAN
121551,B3KVD0_HUMAN
121551,B3KXB0_HUMAN
121551,BTBDB_HUMAN
121551,C9JV03_HUMAN
8419,BFSP2_HUMAN
8416,ANXA9_HUMAN
8417,STX7_HUMAN
3476,IGBP1_HUMAN
3479,Q9NP10_HUMAN
3479,Q5U743_HUMAN
3479,Q13429_HUMAN
3479,IGF1_HUMAN
3479,Q6LD41_HUMAN
3479,L8E8N9_HUMAN
3479,Q59GC5_HUMAN
3479,L8EC78_HUMAN
120787,O52W1_HUMAN
120787,A0A126GVM7_HUMAN
79608,A0A0S2Z607_HUMAN
79608,RIC3_HUMAN
79608,D3DQU6_HUMAN
79608,B7Z3Z0_HUMAN
79608,A0A0S2Z6D3_HUMAN
79608,A0A0S2Z5U4_HUMAN
79608,E9PNI0_HUMAN
79608,E9PKX8_HUMAN
79608,E9PK46_HUMAN
50615,IL21R_HUMAN
3480,H0YLE7_HUMAN
3480,Q3B833_HUMAN
3480,H0YMJ5_HUMAN
3480,H3BSZ8_HUMAN
3480,C9J5X1_HUMAN
3480,IGF1R_HUMAN
3480,H0YNR0_HUMAN
79609,MT21D_HUMAN
50614,GALT9_HUMAN
50614,F5H557_HUMAN
50614,H3BM10_HUMAN
50614,F5H317_HUMAN
50614,Q68VJ2_HUMAN
50614,B3KP58_HUMAN
50614,B2RXG6_HUMAN
50614,J3KNN1_HUMAN
3481,IGF2_HUMAN
3481,E3UN46_HUMAN
3481,A0A024RCE6_HUMAN
3481,B2MUX6_HUMAN
50613,C9IYQ4_HUMAN
50613,UBQL3_HUMAN
50613,A0A140VJZ3_HUMAN
3482,A0N9R9_HUMAN
3482,Q13660_HUMAN
3482,A0N9R7_HUMAN
3482,S4R328_HUMAN
3482,MPRI_HUMAN
3482,A0N9R6_HUMAN
3482,Q13661_HUMAN
3483,Q8TAY0_HUMAN
3483,ALS_HUMAN
3483,H3BSX8_HUMAN
3484,C9JXF9_HUMAN
3484,C1K3N3_HUMAN
3484,C9J6H2_HUMAN
3484,IBP1_HUMAN
3484,Q6PEY6_HUMAN
79605,U3REJ1_HUMAN
79605,A0A0A0MS21_HUMAN
79605,PGBD5_HUMAN
3485,C9JMY1_HUMAN
3485,C9JW52_HUMAN
3485,IBP2_HUMAN
3485,H7C1H0_HUMAN
3486,A6XND0_HUMAN
3486,B3KWK7_HUMAN
3486,C9JMX4_HUMAN
3486,B3KPF0_HUMAN
3486,A6XND1_HUMAN
3486,IBP3_HUMAN
3486,H0Y485_HUMAN
3486,H0Y5K2_HUMAN
79607,E9PMJ2_HUMAN
79607,F118B_HUMAN
79607,J3KP39_HUMAN
79607,A0A024R3L8_HUMAN
79607,G3V179_HUMAN
79607,E9PIM5_HUMAN
79607,E9PMW3_HUMAN
79600,TECT1_HUMAN
79600,A0A087X1J4_HUMAN
79600,F8VSB8_HUMAN
79600,E9PR69_HUMAN
79600,J3KPW2_HUMAN
79600,Q05BR9_HUMAN
79600,A8MW34_HUMAN
79600,S4R2Y1_HUMAN
79600,E9PNE4_HUMAN
79600,S4R3M8_HUMAN
79600,B4DIB9_HUMAN
79600,F8VQ12_HUMAN
79600,Q8NEI8_HUMAN
79600,A0A0A0MRU7_HUMAN
79600,S4R3G2_HUMAN
79600,S4R339_HUMAN
79600,E9PIB8_HUMAN
8424,Q1KLS6_HUMAN
8424,Q1KLT3_HUMAN
8424,E9PKC9_HUMAN
8424,BODG_HUMAN
79602,ADR2_HUMAN
8425,A0A087X0A7_HUMAN
8425,A0A087WUU1_HUMAN
8425,A0A087WYX7_HUMAN
8425,F8WAA0_HUMAN
8425,A0A087WWZ7_HUMAN
8425,A0A087WXJ2_HUMAN
8425,A0A0C4DH07_HUMAN
8425,A0A087WVR1_HUMAN
8425,M0R351_HUMAN
8425,B3KXY6_HUMAN
8425,A0A087WXC2_HUMAN
8425,M0QYE9_HUMAN
8425,M0QXV3_HUMAN
8425,M0QZX0_HUMAN
8425,LTBP4_HUMAN
8425,A0A087WVV5_HUMAN
79603,H0YMY6_HUMAN
79603,H0YKR4_HUMAN
79603,H0YKS3_HUMAN
79603,H0YN04_HUMAN
79603,H0YLY3_HUMAN
79603,CERS4_HUMAN
79603,H0YKC9_HUMAN
79603,Q53HF9_HUMAN
79603,H0YNR6_HUMAN
196463,PLBL2_HUMAN
196463,H0YIX0_HUMAN
196463,L8EBF9_HUMAN
8409,A0A0C4DFR8_HUMAN
8409,UXT_HUMAN
8409,S4R2Z4_HUMAN
8408,ULK1_HUMAN
8407,TAGL2_HUMAN
8407,Q5ZEZ7_HUMAN
8407,X6RJP6_HUMAN
8406,SRPX_HUMAN
8405,H0Y977_HUMAN
8405,D6RIS7_HUMAN
8405,D6RFL7_HUMAN
8405,D6RD94_HUMAN
8405,D6RBH6_HUMAN
8405,SPOP_HUMAN
8405,D6RDG8_HUMAN
8405,D6RBR3_HUMAN
8405,D6RGZ4_HUMAN
8405,D6RA79_HUMAN
8405,D6RDV6_HUMAN
8404,F5H1Y9_HUMAN
8404,E7EU82_HUMAN
8404,D6RA29_HUMAN
8404,C9JJR8_HUMAN
8404,Q8N4S1_HUMAN
8404,B7ZB68_HUMAN
8404,F5H4Y3_HUMAN
8404,E9PC64_HUMAN
8404,A0A024RDE1_HUMAN
8404,F5H331_HUMAN
8404,SPRL1_HUMAN
120776,OR2D2_HUMAN
120776,A0A126GVN9_HUMAN
3489,Q9H2B5_HUMAN
3489,IBP6_HUMAN
3489,F8VYK9_HUMAN
3489,F8VVA5_HUMAN
120775,A0A126GW08_HUMAN
120775,OR2D3_HUMAN
3488,C9JXX4_HUMAN
3488,A0A024R433_HUMAN
3488,Q96HT5_HUMAN
3488,Q8WV97_HUMAN
3488,IBP5_HUMAN
3487,A0A024R1U8_HUMAN
3487,IBP4_HUMAN
50616,Q6NWP4_HUMAN
50616,Q6NZ84_HUMAN
50616,IL22_HUMAN
50616,Q6NZ83_HUMAN
50617,VPP4_HUMAN
50617,A0A024R791_HUMAN
50618,H7BZD4_HUMAN
50618,H7C3E2_HUMAN
50618,F8W719_HUMAN
50618,Q53TK4_HUMAN
50618,H7C0L8_HUMAN
50618,Q53TM3_HUMAN
50618,E7EPJ2_HUMAN
50618,ITSN2_HUMAN
50618,A0A087WVF7_HUMAN
50618,A6H8W8_HUMAN
50619,H0Y7V7_HUMAN
50619,B3KSI1_HUMAN
50619,DEFI6_HUMAN
50624,CUZD1_HUMAN
50624,A0A0A0MRL2_HUMAN
50624,A0A0A0MTJ4_HUMAN
50624,A0A0A0MRA6_HUMAN
3490,IBP7_HUMAN
3490,A0A024RDA6_HUMAN
50626,E9PQ42_HUMAN
50626,E9PPA8_HUMAN
50626,CYHR1_HUMAN
50626,E9PJD7_HUMAN
50626,E9PN77_HUMAN
3491,CYR61_HUMAN
3491,A0A087WVM3_HUMAN
3491,Q9UID7_HUMAN
3491,Q6FI18_HUMAN
79618,E5RHH9_HUMAN
79618,H0YBM8_HUMAN
79618,E5RGZ2_HUMAN
79618,H0YKJ1_HUMAN
79618,H0YLF2_HUMAN
79618,HMBX1_HUMAN
79618,D3DSU2_HUMAN
79616,CCNJL_HUMAN
79616,E7EN43_HUMAN
79616,B4DZA8_HUMAN
79616,E5RFJ6_HUMAN
79616,F6RF56_HUMAN
148362,B7Z953_HUMAN
148362,F5GXQ0_HUMAN
148362,Q5VW33_HUMAN
148362,BROX_HUMAN
79613,J3QL82_HUMAN
79613,B3KTB6_HUMAN
79613,TNG6_HUMAN
79613,J3KT80_HUMAN
8411,F8VUZ7_HUMAN
8411,F8W119_HUMAN
8411,EEA1_HUMAN
8411,F8WE79_HUMAN
8411,Q05D76_HUMAN
79611,ACSS3_HUMAN
79611,A0A0B4J1R2_HUMAN
79611,F8VZB4_HUMAN
79611,H0YII9_HUMAN
8412,BCAR3_HUMAN
8412,B3KNL6_HUMAN
8412,B3KP06_HUMAN
79612,A4FU51_HUMAN
79612,NAA16_HUMAN
8438,A0A087X124_HUMAN
8438,A0A087WV39_HUMAN
8438,A0A087WTB0_HUMAN
8438,A8K996_HUMAN
8438,V9GYX6_HUMAN
8438,A0A087WW72_HUMAN
8438,L8E913_HUMAN
8438,A0A087WVW5_HUMAN
8438,RAD54_HUMAN
8438,A0A087WWG5_HUMAN
8438,V9GYD3_HUMAN
8437,RASL1_HUMAN
8437,A0A024RBK8_HUMAN
196477,CCER1_HUMAN
196477,H0YHB9_HUMAN
8439,FAN_HUMAN
8439,E5RGU2_HUMAN
8439,E5RGF5_HUMAN
196472,FA71C_HUMAN
146177,H3BTX3_HUMAN
146177,H7BXL8_HUMAN
146177,VWA3A_HUMAN
146177,H3BTG8_HUMAN
146177,H3BUS3_HUMAN
79626,TP8L2_HUMAN
79627,OGRL1_HUMAN
79628,D6RA65_HUMAN
79628,S3TC2_HUMAN
79628,H0Y8Q9_HUMAN
79628,H0Y9E7_HUMAN
79628,E9PDF1_HUMAN
79628,D6RFX2_HUMAN
79629,M0R1A4_HUMAN
79629,M0R0L3_HUMAN
79629,M0QZZ7_HUMAN
79629,Q6PKA4_HUMAN
79629,M0R0F7_HUMAN
79629,OCEL1_HUMAN
79629,M0QZ32_HUMAN
79629,M0QY63_HUMAN
79629,M0QZ36_HUMAN
79629,M0QXM2_HUMAN
8440,E9PEE2_HUMAN
8440,E7ERP6_HUMAN
8440,Q53TG4_HUMAN
8440,Q53T91_HUMAN
8440,NCK2_HUMAN
8440,E7EPF5_HUMAN
8440,A0A0S2Z4M6_HUMAN
149840,L8EBE3_HUMAN
149840,CT196_HUMAN
149840,A0A0A0MSQ5_HUMAN
149840,Q5TGA6_HUMAN
149840,Q5TGB0_HUMAN
148398,A0A087WXB3_HUMAN
148398,I7G0Z8_HUMAN
148398,I7G279_HUMAN
148398,SAM11_HUMAN
148398,H7C3J6_HUMAN
148398,I7F475_HUMAN
148398,I7G293_HUMAN
148398,H7BY14_HUMAN
148398,I7G276_HUMAN
148398,Q5SV95_HUMAN
148398,I7G103_HUMAN
148398,I7G101_HUMAN
148398,A6PWC8_HUMAN
148398,I7FV93_HUMAN
148398,I7F482_HUMAN
148398,I7G277_HUMAN
148398,I7FC38_HUMAN
148398,I7FC40_HUMAN
148398,I7G291_HUMAN
148398,I7FC51_HUMAN
148398,I7G100_HUMAN
148398,I7F489_HUMAN
148398,I7FV88_HUMAN
148398,I7F478_HUMAN
148398,I7FC47_HUMAN
148398,I7F491_HUMAN
148398,I7FV95_HUMAN
148398,A0A087X1J5_HUMAN
148398,I7FC33_HUMAN
148398,A0A087X2A3_HUMAN
148398,A0A087WX24_HUMAN
148398,I7FV97_HUMAN
148398,I7F472_HUMAN
148398,I7FC27_HUMAN
148398,A0A087WYU3_HUMAN
148398,A0A087WYW1_HUMAN
148398,I7G289_HUMAN
148398,I7G105_HUMAN
148398,A0A087X223_HUMAN
148398,I7G285_HUMAN
148398,I7G283_HUMAN
148398,I7FV85_HUMAN
148398,I7FC29_HUMAN
148398,I7FC44_HUMAN
148398,I7F467_HUMAN
148398,I7FV90_HUMAN
148398,I7F465_HUMAN
8443,Q5TBH6_HUMAN
8443,GNPAT_HUMAN
8443,Q5TBH8_HUMAN
79621,RNH2B_HUMAN
79621,A0A087WZJ6_HUMAN
79621,Q8N451_HUMAN
79621,A0A087WXR7_HUMAN
8444,Q5SY34_HUMAN
8444,DYRK3_HUMAN
8444,Q4G0U0_HUMAN
79622,SNR25_HUMAN
79622,H7BYR9_HUMAN
8445,A0A0A0MR56_HUMAN
8445,DYRK2_HUMAN
8445,F5H5L5_HUMAN
8445,L8ECA4_HUMAN
8445,F5GXG1_HUMAN
79623,H7C168_HUMAN
79623,GLT14_HUMAN
79623,J3KQQ5_HUMAN
79623,H7C1E3_HUMAN
8446,C9JYA6_HUMAN
8446,H7C0E6_HUMAN
8446,DUS11_HUMAN
79624,F5GZY1_HUMAN
79624,B4DPT6_HUMAN
79624,F2Z3I8_HUMAN
79624,ARMT1_HUMAN
79625,D6RF18_HUMAN
79625,NDNF_HUMAN
79625,D6R972_HUMAN
8428,STK24_HUMAN
8428,Q5JV99_HUMAN
8428,Q5U0E6_HUMAN
8428,Q6FG81_HUMAN
8428,H0Y630_HUMAN
8428,L8E7H5_HUMAN
8428,Q5JV98_HUMAN
8428,Q6P0Y1_HUMAN
8428,B4DR80_HUMAN
8427,ZN282_HUMAN
8427,Q86YG2_HUMAN
8427,Q05BY5_HUMAN
8427,Q7Z2V4_HUMAN
8427,A0A090N8Y3_HUMAN
196483,K7ES84_HUMAN
196483,K7EQE4_HUMAN
196483,EF2KT_HUMAN
196483,K7EIJ3_HUMAN
146167,H3BP02_HUMAN
146167,S38A8_HUMAN
146167,H3BUP5_HUMAN
79639,Q5TDE6_HUMAN
79639,Q5TDE4_HUMAN
79639,Q5TDE3_HUMAN
79639,Q5TDE5_HUMAN
79639,Q5TDE2_HUMAN
79639,TMM53_HUMAN
79639,B4DI10_HUMAN
79637,J3KST7_HUMAN
79637,ARMC7_HUMAN
79637,J3KTE5_HUMAN
50604,IL20_HUMAN
8431,NR0B2_HUMAN
79631,H0YKY7_HUMAN
79631,H0YNW8_HUMAN
79631,EFL1_HUMAN
79631,H0YKI9_HUMAN
79631,H0YK75_HUMAN
79632,E7EQ67_HUMAN
79632,Q6P9G8_HUMAN
79632,H7BY63_HUMAN
79632,B9DI78_HUMAN
79632,H0YBC0_HUMAN
79632,A0A0C4DGZ2_HUMAN
79632,H0YBZ6_HUMAN
79632,H0Y672_HUMAN
79632,F184A_HUMAN
79632,H0YBE3_HUMAN
79632,A0A087X2A7_HUMAN
79632,H0YBA5_HUMAN
79630,CA054_HUMAN
79630,Q5TB16_HUMAN
8435,SOAT2_HUMAN
8435,F8VPE9_HUMAN
79635,E5RHR4_HUMAN
79635,CC121_HUMAN
8436,SDPR_HUMAN
8433,UTF1_HUMAN
79633,X2G756_HUMAN
79633,X2G254_HUMAN
79633,FAT4_HUMAN
79633,X2GA64_HUMAN
79633,B3KU84_HUMAN
79633,X2GA70_HUMAN
79633,X2G248_HUMAN
79633,X2G5I7_HUMAN
79633,X2G0F0_HUMAN
79633,X2G0E6_HUMAN
8434,Q6P9E2_HUMAN
8434,RECK_HUMAN
8434,A8K9D8_HUMAN
79634,F8W0M9_HUMAN
79634,A0A087WW14_HUMAN
79634,C9JNS3_HUMAN
79634,Q0VDG5_HUMAN
79634,H9KVC8_HUMAN
79634,C9JID8_HUMAN
79634,SCRN3_HUMAN
79634,F8WBX0_HUMAN
146198,I3L0X7_HUMAN
146198,I3L2Q3_HUMAN
146198,I3L0T2_HUMAN
146198,ZFP90_HUMAN
146198,J3QKQ8_HUMAN
146198,I3L3M0_HUMAN
146198,I3L1L4_HUMAN
146198,H3BMI1_HUMAN
146198,H3BVC6_HUMAN
50649,E9PEM0_HUMAN
50649,Q53TH6_HUMAN
50649,Q9NTG0_HUMAN
50649,ARHG4_HUMAN
50649,E7EV07_HUMAN
50649,H0YCT6_HUMAN
50649,Q53QF2_HUMAN
50649,H0Y451_HUMAN
50649,A4QPB6_HUMAN
50649,A0A0C4DFY6_HUMAN
148327,CR3L4_HUMAN
148327,Q5T4L2_HUMAN
148327,Q5T4L1_HUMAN
148327,Q5T4K9_HUMAN
8459,A0A024R1G9_HUMAN
8459,B1AHJ7_HUMAN
8459,B1AHJ9_HUMAN
8459,B1AHK0_HUMAN
8459,TPST2_HUMAN
8459,B1AHJ5_HUMAN
8459,B1AHJ8_HUMAN
8459,B1AHJ6_HUMAN
8467,Q4W5G3_HUMAN
8467,SMCA5_HUMAN
8467,Q4W5H1_HUMAN
50650,E9PG37_HUMAN
50650,C9JNF2_HUMAN
50650,C9J609_HUMAN
50650,ARHG3_HUMAN
50650,E7EU49_HUMAN
50650,B7Z6B2_HUMAN
50650,C9J586_HUMAN
50650,H7C4P0_HUMAN
50650,F8WDB7_HUMAN
50650,C9J5K8_HUMAN
50650,F8WC29_HUMAN
50651,S45A1_HUMAN
50651,A0A0A0MT80_HUMAN
8468,C9JM01_HUMAN
8468,F8WD36_HUMAN
8468,F8WD38_HUMAN
8468,FKBP6_HUMAN
8463,M0R290_HUMAN
8463,A0A024QZE2_HUMAN
8463,A0A024QZD8_HUMAN
8463,TEAD2_HUMAN
8463,M0R1A5_HUMAN
9597,SMA5O_HUMAN
8462,L8EA48_HUMAN
8462,Q53QU8_HUMAN
8462,KLF11_HUMAN
8462,B7ZAX4_HUMAN
8462,E7EX78_HUMAN
8462,B5MCC4_HUMAN
8462,C9JM94_HUMAN
9595,C9JNN8_HUMAN
9595,CYTIP_HUMAN
9595,C9JSM2_HUMAN
9595,F8WF61_HUMAN
9595,C9JRF8_HUMAN
8464,B4E1H0_HUMAN
8464,Q5U608_HUMAN
8464,A0A024RD67_HUMAN
8464,Q5VWT9_HUMAN
8464,SUPT3_HUMAN
8460,Q75ML6_HUMAN
8460,A0A024RDK9_HUMAN
8460,C9J3I4_HUMAN
8460,C9K0F3_HUMAN
8460,Q75M96_HUMAN
8460,TPST1_HUMAN
9592,IER2_HUMAN
9592,A0A024R7H1_HUMAN
9590,Q86TJ9_HUMAN
9590,AKA12_HUMAN
9590,Q6NSG9_HUMAN
146183,Q05BM7_HUMAN
146183,OTOAN_HUMAN
91392,A0A024R2Z2_HUMAN
91392,Q96K08_HUMAN
91392,ZN502_HUMAN
91392,C9JLT3_HUMAN
8448,H3BNF7_HUMAN
8448,I3L3P9_HUMAN
8448,H3BSH4_HUMAN
8448,H3BU41_HUMAN
8448,H3BTI1_HUMAN
8448,I3L194_HUMAN
8448,DOC2A_HUMAN
8448,A0A024R627_HUMAN
8449,A2AB15_HUMAN
8449,A0A140T9T4_HUMAN
8449,Q6PKC8_HUMAN
8449,DHX16_HUMAN
8449,Q5SQH5_HUMAN
8449,A0A140T947_HUMAN
8449,A0A140T8Y5_HUMAN
8449,B4DZ28_HUMAN
8449,Q5SQH4_HUMAN
8458,A0A024R0F1_HUMAN
8458,TTF2_HUMAN
8458,X6RI15_HUMAN
9588,PRDX6_HUMAN
9588,V9HWC7_HUMAN
9589,FL2D_HUMAN
9589,A0A087X1R4_HUMAN
8456,FOXN1_HUMAN
8456,J3KRT9_HUMAN
8455,B4DZ36_HUMAN
8455,ATRN_HUMAN
8454,B3KTW0_HUMAN
8454,A0A090N7U0_HUMAN
8454,Q75MQ1_HUMAN
8454,CUL1_HUMAN
8454,A0A0C4DGX4_HUMAN
9584,A0A0U1RQW2_HUMAN
9584,F2Z2Z5_HUMAN
9584,Q6N037_HUMAN
9584,Q5QP22_HUMAN
9584,H0Y4X3_HUMAN
9584,G3XAC6_HUMAN
9584,F2Z3E6_HUMAN
9584,Q5QP23_HUMAN
9584,A0A087X122_HUMAN
9584,A8MYG5_HUMAN
9584,F8WF73_HUMAN
9584,H0Y6I9_HUMAN
9584,B4DRA0_HUMAN
9584,RBM39_HUMAN
9584,F8WF24_HUMAN
9584,A0A0U1RQH7_HUMAN
9584,H7BZG3_HUMAN
9584,E1P5S2_HUMAN
8453,Q5T2B5_HUMAN
8453,B7Z1Y1_HUMAN
8453,A0A140VKB1_HUMAN
8453,Q5T2B7_HUMAN
8453,CUL2_HUMAN
8453,A0A0A0MTN0_HUMAN
9585,A0A0A0MSJ5_HUMAN
9585,KI20B_HUMAN
8452,H7C1L6_HUMAN
8452,Q53S54_HUMAN
8452,H7C399_HUMAN
8452,B7Z600_HUMAN
8452,A0A024R475_HUMAN
8452,H7C1J0_HUMAN
8452,CUL3_HUMAN
8452,A0A087WTG3_HUMAN
8452,Q53RD1_HUMAN
8452,A0A087X1R9_HUMAN
9586,L8ECP5_HUMAN
9586,H9KVC5_HUMAN
9586,H0YFV2_HUMAN
9586,CREB5_HUMAN
9586,C9JN33_HUMAN
8451,A0A0A0MR50_HUMAN
8451,CUL4A_HUMAN
8451,A0A087WWN2_HUMAN
8451,B2RBV7_HUMAN
9587,MD2BP_HUMAN
8450,A6NE76_HUMAN
8450,CUL4B_HUMAN
8450,K4DI93_HUMAN
9580,E9PKD6_HUMAN
9580,SOX13_HUMAN
9580,H0YDQ5_HUMAN
9580,E9PPW0_HUMAN
9581,PPCEL_HUMAN
9581,H7C0M0_HUMAN
9581,H7BZP6_HUMAN
9581,C9JMT4_HUMAN
9582,W0HJ78_HUMAN
9582,ABC3B_HUMAN
9582,B0QYD3_HUMAN
9583,ENTP4_HUMAN
9583,Q8NE73_HUMAN
9583,E5RIB2_HUMAN
9583,H0YBY8_HUMAN
9583,H0YAN2_HUMAN
50628,I3L2C7_HUMAN
50628,I3L4A4_HUMAN
50628,GEMI4_HUMAN
50628,I3L4M4_HUMAN
50628,I3L1J7_HUMAN
50628,Q8WUM5_HUMAN
50628,I3L399_HUMAN
50628,E7EN12_HUMAN
91368,C2AIL_HUMAN
91369,ANR40_HUMAN
91369,K7ERW4_HUMAN
91369,A8IK34_HUMAN
8484,GALR3_HUMAN
8487,H0YCF4_HUMAN
8487,H0YDP6_HUMAN
8487,GEMI2_HUMAN
8487,H0YEL0_HUMAN
8487,S4R421_HUMAN
8487,G5EA29_HUMAN
84700,L8EAK4_HUMAN
84700,F5GXR6_HUMAN
84700,MY18B_HUMAN
84700,A0A024R1E2_HUMAN
84700,H0YGQ4_HUMAN
84700,A0A075B6F5_HUMAN
84700,F5H6I8_HUMAN
84700,A0A024R1G4_HUMAN
84701,COX42_HUMAN
84701,H6SG14_HUMAN
50632,CALY_HUMAN
8481,Q7Z7F6_HUMAN
8481,A6NF31_HUMAN
8481,L8E7V8_HUMAN
8481,A0A0A0MS89_HUMAN
8481,Q4G0Q0_HUMAN
8481,Q6P668_HUMAN
8481,Q4VAK3_HUMAN
8481,OFD1_HUMAN
8481,E9KL37_HUMAN
50636,ANO7_HUMAN
50636,H7C220_HUMAN
50636,Q8N348_HUMAN
8480,RAE1L_HUMAN
8480,B0QZ36_HUMAN
8480,E9PPG9_HUMAN
8480,E9PQ57_HUMAN
8480,L0R530_HUMAN
8480,B0QZ37_HUMAN
8483,CILP1_HUMAN
8482,H3BMF9_HUMAN
8482,B3KMH6_HUMAN
8482,F5GYX3_HUMAN
8482,SEM7A_HUMAN
138805,O13F1_HUMAN
138805,A0A126GVA8_HUMAN
138805,B9EIM5_HUMAN
138804,O13C4_HUMAN
138804,A0A126GVC9_HUMAN
138803,A0A126GVY1_HUMAN
138803,O13C3_HUMAN
138803,A0A126GVY9_HUMAN
138802,O13C8_HUMAN
138802,A0A126GVC7_HUMAN
91373,B7ZKJ7_HUMAN
91373,UAP1L_HUMAN
91373,A0A087X226_HUMAN
148345,CA127_HUMAN
148345,H3BM07_HUMAN
148345,B7ZLG7_HUMAN
148345,K7EPZ7_HUMAN
148345,G8JLG8_HUMAN
148345,B7ZLG9_HUMAN
148345,H0YBK5_HUMAN
148345,B7ZLG8_HUMAN
8476,H0Y5V1_HUMAN
8476,A0A0A0MRJ1_HUMAN
8476,MRCKA_HUMAN
8476,H0Y6V3_HUMAN
8476,H0Y6R0_HUMAN
8476,H0Y7V8_HUMAN
8476,B9EGA7_HUMAN
8476,A0A0A0MRJ0_HUMAN
8473,Q548W1_HUMAN
8473,C9JZL3_HUMAN
8473,OGT1_HUMAN
8479,HIRP3_HUMAN
8477,B5B0C2_HUMAN
8477,PSYR_HUMAN
50640,C9J9W9_HUMAN
